SESSION_ID,LABEL,SOURCE,HOST,PORT,START_TIME,END_TIME,COMMAND_COUNT
swarm_exfil_013753_273,ai_swarm,ai_swarm,127.0.0.1,2322,1771141117.9370947,1771141117.9370947,1
swarm_exfil_014542_935,ai_swarm,ai_swarm,127.0.0.1,2322,1771141647.2938583,1771141647.2938583,1
swarm_exfil_014636_834,ai_swarm,ai_swarm,127.0.0.1,2322,1771055258.058972,1771055258.058972,1
swarm_exfil_015816_844,ai_swarm,ai_swarm,127.0.0.1,2322,1771142299.533564,1771142365.0582883,2
swarm_exfil_020024_766,ai_swarm,ai_swarm,127.0.0.1,2322,1771056133.6677127,1771056133.6677127,1
swarm_exfil_020558_544,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_021400_121,ai_swarm,ai_swarm,127.0.0.1,2322,1771143317.2185137,1771143317.2185137,1
swarm_exfil_022151_517,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_022933_551,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_023732_983,ai_swarm,ai_swarm,127.0.0.1,2322,1771144746.4159193,1771144746.4159193,1
swarm_exfil_024524_326,ai_swarm,ai_swarm,127.0.0.1,2322,1771145186.098038,1771145186.098038,1
swarm_exfil_025544_405,ai_swarm,ai_swarm,127.0.0.1,2322,1771059346.286529,1771059355.3770444,6
swarm_exfil_025636_188,ai_swarm,ai_swarm,127.0.0.1,2322,1771059399.4368415,1771059399.4368415,1
swarm_exfil_025733_331,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_025826_581,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_025857_394,ai_swarm,ai_swarm,127.0.0.1,2322,1771146033.1338432,1771146033.1338432,1
swarm_exfil_030001_557,ai_swarm,ai_swarm,127.0.0.1,2322,1771059606.2372675,1771059609.4316285,2
swarm_exfil_030056_188,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_030152_560,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_030240_209,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_030335_845,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_030510_205,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_030605_729,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_030646_566,ai_swarm,ai_swarm,127.0.0.1,2322,1771146467.1985233,1771146467.1985233,1
swarm_exfil_030659_528,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_030747_610,ai_swarm,ai_swarm,127.0.0.1,2322,1771060074.3614988,1771060076.254599,2
swarm_exfil_030837_190,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_031048_804,ai_swarm,ai_swarm,127.0.0.1,2322,1771060251.1332617,1771060259.571843,6
swarm_exfil_031140_653,ai_swarm,ai_swarm,127.0.0.1,2322,1771060306.074782,1771060310.3263817,3
swarm_exfil_031231_989,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_031401_248,ai_swarm,ai_swarm,127.0.0.1,2322,1771060443.7936604,1771060453.150466,7
swarm_exfil_031438_312,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_031500_562,ai_swarm,ai_swarm,127.0.0.1,2322,1771060504.1269171,1771060511.8204706,5
swarm_exfil_031723_922,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_031811_513,ai_swarm,ai_swarm,127.0.0.1,2322,1771060695.272602,1771060702.949869,6
swarm_exfil_031904_761,ai_swarm,ai_swarm,127.0.0.1,2322,1771060749.6945703,1771060753.039135,3
swarm_exfil_032003_180,ai_swarm,ai_swarm,127.0.0.1,2322,1771060805.3726912,1771060814.7720184,8
swarm_exfil_032100_789,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_032227_291,ai_swarm,ai_swarm,127.0.0.1,2322,1771060949.2613819,1771060959.8252006,8
swarm_exfil_032239_814,ai_swarm,ai_swarm,127.0.0.1,2322,1771147419.792981,1771147419.792981,1
swarm_exfil_032321_488,ai_swarm,ai_swarm,127.0.0.1,2322,1771061003.1729052,1771061011.5659845,5
swarm_exfil_032412_974,ai_swarm,ai_swarm,127.0.0.1,2322,1771061056.0609508,1771061063.1105726,6
swarm_exfil_033042_673,ai_swarm,ai_swarm,127.0.0.1,2322,1771147976.2617176,1771147976.2617176,1
swarm_exfil_033852_271,ai_swarm,ai_swarm,127.0.0.1,2322,1771148335.5057828,1771148446.708004,2
swarm_exfil_041241_798,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_042028_104,ai_swarm,ai_swarm,127.0.0.1,2322,1771150883.1733146,1771150883.1733146,1
swarm_exfil_042819_133,ai_swarm,ai_swarm,127.0.0.1,2322,1771151424.9320192,1771151424.9320192,1
swarm_exfil_043612_247,ai_swarm,ai_swarm,127.0.0.1,2322,1771151860.4739866,1771151860.4739866,1
swarm_exfil_044400_334,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_045153_256,ai_swarm,ai_swarm,127.0.0.1,2322,1771152804.3577347,1771152804.3577347,1
swarm_exfil_051629_548,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_052426_465,ai_swarm,ai_swarm,127.0.0.1,2322,1771154703.1910865,1771154703.1910865,1
swarm_exfil_053807_552,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_054609_886,ai_swarm,ai_swarm,127.0.0.1,2322,1771156082.164309,1771156082.164309,1
swarm_exfil_055401_537,ai_swarm,ai_swarm,127.0.0.1,2322,1771156514.3528705,1771156514.3528705,1
swarm_exfil_060148_938,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_062054_528,ai_swarm,ai_swarm,127.0.0.1,2322,1771158169.1430976,1771158169.1430976,1
swarm_exfil_062850_782,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_064807_721,ai_swarm,ai_swarm,127.0.0.1,2322,1771159810.209034,1771159810.209034,1
swarm_exfil_065607_330,ai_swarm,ai_swarm,127.0.0.1,2322,1771160245.9416149,1771160287.283185,2
swarm_exfil_070937_595,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_134026_482,ai_swarm,ai_swarm,127.0.0.1,2322,1771011629.12928,1771011655.1097188,8
swarm_exfil_134154_703,ai_swarm,ai_swarm,127.0.0.1,2322,1771011716.3436964,1771011728.1047075,8
swarm_exfil_134256_664,ai_swarm,ai_swarm,127.0.0.1,2322,1771011777.4597645,1771011811.9999664,8
swarm_exfil_134459_578,ai_swarm,ai_swarm,127.0.0.1,2322,1771011900.5449808,1771011928.4240417,8
swarm_exfil_141456_674,ai_swarm,ai_swarm,127.0.0.1,2322,1771013697.3664865,1771013731.899806,8
swarm_exfil_144358_327,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_144402_297,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_145159_137,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_145215_798,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_150000_861,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_150028_918,ai_swarm,ai_swarm,127.0.0.1,2322,1771016429.4092474,1771016488.7562294,2
swarm_exfil_170749_469,ai_swarm,ai_swarm,127.0.0.1,2322,1771110470.7290082,1771110480.139612,8
swarm_exfil_172707_530,ai_swarm,ai_swarm,127.0.0.1,2322,1771111630.6540823,1771111652.7829509,8
swarm_exfil_173018_167,ai_swarm,ai_swarm,127.0.0.1,2322,1771111821.41697,1771111821.41697,1
swarm_exfil_173758_916,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_174545_419,ai_swarm,ai_swarm,127.0.0.1,2322,1771112824.2005286,1771112824.2005286,1
swarm_exfil_175358_803,ai_swarm,ai_swarm,127.0.0.1,2322,1771113241.5268764,1771113241.5268764,1
swarm_exfil_180150_657,ai_swarm,ai_swarm,127.0.0.1,2322,1771113771.175081,1771113771.175081,1
swarm_exfil_180940_171,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_182328_216,ai_swarm,ai_swarm,127.0.0.1,2322,1771115069.6484597,1771115069.6484597,1
swarm_exfil_183120_679,ai_swarm,ai_swarm,127.0.0.1,2322,1771115605.1943483,1771115605.1943483,1
swarm_exfil_183921_206,ai_swarm,ai_swarm,127.0.0.1,2322,1771115981.0430346,1771116059.1654165,2
swarm_exfil_185844_579,ai_swarm,ai_swarm,127.0.0.1,2322,1771117160.5461,1771117160.5461,1
swarm_exfil_190636_161,ai_swarm,ai_swarm,127.0.0.1,2322,1771117640.712639,1771117640.712639,1
swarm_exfil_191437_298,ai_swarm,ai_swarm,127.0.0.1,2322,1771118120.00387,1771118120.00387,1
swarm_exfil_192236_622,ai_swarm,ai_swarm,127.0.0.1,2322,1771118688.905704,1771118688.905704,1
swarm_exfil_193030_931,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_193821_958,ai_swarm,ai_swarm,127.0.0.1,2322,1771119538.32242,1771119538.32242,1
swarm_exfil_194958_837,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_195737_432,ai_swarm,ai_swarm,127.0.0.1,2322,1771120746.131832,1771120746.131832,1
swarm_exfil_195933_981,ai_swarm,ai_swarm,127.0.0.1,2322,1771034374.3331347,1771034401.6682582,8
swarm_exfil_200250_757,ai_swarm,ai_swarm,127.0.0.1,2322,1771034571.7212808,1771034571.7212808,1
swarm_exfil_200532_917,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_200955_988,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_201317_311,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_201415_988,ai_swarm,ai_swarm,127.0.0.1,2322,1771121656.6479132,1771121664.7698326,8
swarm_exfil_201557_370,ai_swarm,ai_swarm,127.0.0.1,2322,1771121759.046321,1771121767.4397795,8
swarm_exfil_201654_222,ai_swarm,ai_swarm,127.0.0.1,2322,1771121815.4392028,1771121823.451656,8
swarm_exfil_201750_357,ai_swarm,ai_swarm,127.0.0.1,2322,1771121871.7357435,1771121879.8049405,8
swarm_exfil_201755_683,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_201847_254,ai_swarm,ai_swarm,127.0.0.1,2322,1771121928.4650815,1771121936.443355,8
swarm_exfil_202029_428,ai_swarm,ai_swarm,127.0.0.1,2322,1771122030.610227,1771122038.7679617,8
swarm_exfil_202103_348,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_202126_865,ai_swarm,ai_swarm,127.0.0.1,2322,1771122087.4724874,1771122095.6133587,8
swarm_exfil_202222_298,ai_swarm,ai_swarm,127.0.0.1,2322,1771122144.1825259,1771122152.472609,8
swarm_exfil_202319_504,ai_swarm,ai_swarm,127.0.0.1,2322,1771122201.1534245,1771122209.1795242,8
swarm_exfil_202558_282,ai_swarm,ai_swarm,127.0.0.1,2322,1771122359.9128153,1771122368.1994524,8
swarm_exfil_202655_668,ai_swarm,ai_swarm,127.0.0.1,2322,1771122416.7828927,1771122424.78213,8
swarm_exfil_202753_252,ai_swarm,ai_swarm,127.0.0.1,2322,1771122474.4505107,1771122483.0323067,8
swarm_exfil_202850_928,ai_swarm,ai_swarm,127.0.0.1,2322,1771122532.1081355,1771122540.1723912,8
swarm_exfil_202901_492,ai_swarm,ai_swarm,127.0.0.1,2322,1771122544.3648858,1771122544.3648858,1
swarm_exfil_203032_552,ai_swarm,ai_swarm,127.0.0.1,2322,1771122633.8362136,1771122641.9107563,8
swarm_exfil_203134_278,ai_swarm,ai_swarm,127.0.0.1,2322,1771122696.1079743,1771122704.1312442,8
swarm_exfil_203138_446,ai_swarm,ai_swarm,127.0.0.1,2322,1771036384.686095,1771036384.686095,1
swarm_exfil_203231_968,ai_swarm,ai_swarm,127.0.0.1,2322,1771122753.2026162,1771122761.547173,8
swarm_exfil_203345_884,ai_swarm,ai_swarm,127.0.0.1,2322,1771122827.6457944,1771122835.9891875,8
swarm_exfil_203625_263,ai_swarm,ai_swarm,127.0.0.1,2322,1771122986.6320245,1771122994.7406576,8
swarm_exfil_203640_835,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_203721_634,ai_swarm,ai_swarm,127.0.0.1,2322,1771123043.2060943,1771123051.2405763,8
swarm_exfil_203818_283,ai_swarm,ai_swarm,127.0.0.1,2322,1771123100.3023615,1771123108.5520203,8
swarm_exfil_203915_435,ai_swarm,ai_swarm,127.0.0.1,2322,1771123156.6299205,1771123164.669166,8
swarm_exfil_203928_179,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_204057_554,ai_swarm,ai_swarm,127.0.0.1,2322,1771123258.7950869,1771123266.8794274,8
swarm_exfil_204248_788,ai_swarm,ai_swarm,127.0.0.1,2322,1771123369.7122757,1771123377.6876535,8
swarm_exfil_204440_238,ai_swarm,ai_swarm,127.0.0.1,2322,1771123483.6786273,1771123483.6786273,1
swarm_exfil_205302_823,ai_swarm,ai_swarm,127.0.0.1,2322,1771037686.15099,1771037686.15099,1
swarm_exfil_210058_574,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_210901_561,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_210930_175,ai_swarm,ai_swarm,127.0.0.1,2322,1771125015.8800364,1771125015.8800364,1
swarm_exfil_211240_999,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_212058_473,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_212310_600,ai_swarm,ai_swarm,127.0.0.1,2322,1771125793.0161703,1771125793.0161703,1
swarm_exfil_212331_172,ai_swarm,ai_swarm,127.0.0.1,2322,1771039412.9565876,1771039412.9565876,1
swarm_exfil_212926_663,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_213100_190,ai_swarm,ai_swarm,127.0.0.1,2322,1771126332.2465723,1771126332.2465723,1
swarm_exfil_213132_757,ai_swarm,ai_swarm,127.0.0.1,2322,1771039902.6402493,1771039902.6402493,1
swarm_exfil_213846_913,ai_swarm,ai_swarm,127.0.0.1,2322,1771126735.6002524,1771126735.6002524,1
swarm_exfil_213952_805,ai_swarm,ai_swarm,127.0.0.1,2322,1771040402.9675758,1771040497.0133982,2
swarm_exfil_214747_750,ai_swarm,ai_swarm,127.0.0.1,2322,1771040870.7473388,1771040971.412266,2
swarm_exfil_214814_661,ai_swarm,ai_swarm,127.0.0.1,2322,1771040897.0254426,1771040898.4042988,2
swarm_exfil_214904_635,ai_swarm,ai_swarm,127.0.0.1,2322,1771040950.2815506,1771040953.9795423,3
swarm_exfil_215041_952,ai_swarm,ai_swarm,127.0.0.1,2322,1771041043.2990282,1771041054.8015656,8
swarm_exfil_215135_307,ai_swarm,ai_swarm,127.0.0.1,2322,1771041097.6749346,1771041107.8577323,7
swarm_exfil_215146_822,ai_swarm,ai_swarm,127.0.0.1,2322,1771127542.289667,1771127542.289667,1
swarm_exfil_215230_627,ai_swarm,ai_swarm,127.0.0.1,2322,1771041156.7107954,1771041159.4243753,3
swarm_exfil_215403_619,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_215452_562,ai_swarm,ai_swarm,127.0.0.1,2322,1771041295.0519366,1771041303.9842117,7
swarm_exfil_215544_602,ai_swarm,ai_swarm,127.0.0.1,2322,1771041350.107305,1771041353.7598574,3
swarm_exfil_215544_753,ai_swarm,ai_swarm,127.0.0.1,2322,1771041381.8013587,1771041381.8013587,1
swarm_exfil_215634_380,ai_swarm,ai_swarm,127.0.0.1,2322,1771041399.8357315,1771041403.104344,2
swarm_exfil_215809_391,ai_swarm,ai_swarm,127.0.0.1,2322,1771041491.5640726,1771041502.678565,8
swarm_exfil_215903_409,ai_swarm,ai_swarm,127.0.0.1,2322,1771041546.1674979,1771041554.3303354,6
swarm_exfil_215931_909,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_215955_425,ai_swarm,ai_swarm,127.0.0.1,2322,1771041600.049044,1771041605.0254173,4
swarm_exfil_220052_355,ai_swarm,ai_swarm,127.0.0.1,2322,1771041654.09833,1771041664.606443,8
swarm_exfil_220145_683,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_220233_116,ai_swarm,ai_swarm,127.0.0.1,2322,1771041755.3666835,1771041762.8922944,3
swarm_exfil_220327_673,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_220422_383,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_220513_925,ai_swarm,ai_swarm,127.0.0.1,2322,1771041916.7111745,1771041925.2188394,6
swarm_exfil_220606_100,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_220657_652,ai_swarm,ai_swarm,127.0.0.1,2322,1771042023.358135,1771042027.6237102,4
swarm_exfil_220732_262,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_220748_251,ai_swarm,ai_swarm,127.0.0.1,2322,1771042070.701234,1771042080.0749083,6
swarm_exfil_220842_328,ai_swarm,ai_swarm,127.0.0.1,2322,1771042123.9016373,1771042134.4283593,8
swarm_exfil_220939_594,ai_swarm,ai_swarm,127.0.0.1,2322,1771042185.0872502,1771042190.0324492,4
swarm_exfil_221035_695,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_221209_931,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_221258_757,ai_swarm,ai_swarm,127.0.0.1,2322,1771042380.0848587,1771042390.285027,8
swarm_exfil_221351_267,ai_swarm,ai_swarm,127.0.0.1,2322,1771042433.6929011,1771042439.1277037,4
swarm_exfil_221447_579,ai_swarm,ai_swarm,127.0.0.1,2322,1771042593.6231725,1771042593.6231725,1
swarm_exfil_221521_151,ai_swarm,ai_swarm,127.0.0.1,2322,1771042524.1903977,1771042532.4265444,6
swarm_exfil_221613_188,ai_swarm,ai_swarm,127.0.0.1,2322,1771042579.8545592,1771042582.8862638,3
swarm_exfil_222112_983,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_222235_449,ai_swarm,ai_swarm,127.0.0.1,2322,1771043044.3301518,1771043044.3301518,1
swarm_exfil_222805_113,ai_swarm,ai_swarm,127.0.0.1,2322,1771043290.592067,1771043294.4018915,3
swarm_exfil_222913_114,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_223019_756,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_223039_199,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_223145_993,ai_swarm,ai_swarm,127.0.0.1,2322,1771043591.4352458,1771043591.4352458,1
swarm_exfil_223148_570,ai_swarm,ai_swarm,127.0.0.1,2322,1771043514.6096933,1771043518.122502,3
swarm_exfil_223239_733,ai_swarm,ai_swarm,127.0.0.1,2322,1771043561.8306382,1771043569.709121,6
swarm_exfil_223516_455,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_223643_677,ai_swarm,ai_swarm,127.0.0.1,2322,1771043804.865117,1771043814.9830215,7
swarm_exfil_223717_272,ai_swarm,ai_swarm,127.0.0.1,2322,1771130309.510557,1771130309.510557,1
swarm_exfil_223735_860,ai_swarm,ai_swarm,127.0.0.1,2322,1771043858.020465,1771043865.9218514,7
swarm_exfil_223826_151,ai_swarm,ai_swarm,127.0.0.1,2322,1771043909.0348334,1771043917.3897493,7
swarm_exfil_223917_447,ai_swarm,ai_swarm,127.0.0.1,2322,1771043962.2273276,1771043967.2592232,4
swarm_exfil_223945_236,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_224007_285,ai_swarm,ai_swarm,127.0.0.1,2322,1771044013.0445275,1771044015.771403,3
swarm_exfil_224152_414,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_224240_501,ai_swarm,ai_swarm,127.0.0.1,2322,1771044166.5700011,1771044168.1656113,2
swarm_exfil_224329_111,ai_swarm,ai_swarm,127.0.0.1,2322,1771044212.079396,1771044220.6116915,7
swarm_exfil_224503_858,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_224506_430,ai_swarm,ai_swarm,127.0.0.1,2322,1771130811.0070794,1771130811.0070794,1
swarm_exfil_224616_644,ai_swarm,ai_swarm,127.0.0.1,2322,1771044378.8343935,1771044387.028853,5
swarm_exfil_224747_766,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_224830_202,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_224956_270,ai_swarm,ai_swarm,127.0.0.1,2322,1771044602.532167,1771044605.4274452,3
swarm_exfil_225130_202,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_225224_269,ai_swarm,ai_swarm,127.0.0.1,2322,1771044745.971634,1771044755.8115973,7
swarm_exfil_225315_230,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_225400_334,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_225448_405,ai_swarm,ai_swarm,127.0.0.1,2322,1771044890.142274,1771044899.0149796,5
swarm_exfil_225543_881,ai_swarm,ai_swarm,127.0.0.1,2322,1771044947.4265804,1771044952.3577514,3
swarm_exfil_225637_622,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_230122_866,ai_swarm,ai_swarm,127.0.0.1,2322,1771045327.0329616,1771045327.0329616,1
swarm_exfil_230227_435,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_230314_849,ai_swarm,ai_swarm,127.0.0.1,2322,1771045400.0090413,1771045404.1660895,4
swarm_exfil_230408_745,ai_swarm,ai_swarm,127.0.0.1,2322,1771045450.4301658,1771045460.876217,7
swarm_exfil_230441_688,ai_swarm,ai_swarm,127.0.0.1,2322,1771131994.816212,1771131994.816212,1
swarm_exfil_230501_545,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_230549_938,ai_swarm,ai_swarm,127.0.0.1,2322,1771045554.2496924,1771045558.6192074,4
swarm_exfil_230643_669,ai_swarm,ai_swarm,127.0.0.1,2322,1771045607.0278025,1771045614.0388954,6
swarm_exfil_230734_770,ai_swarm,ai_swarm,127.0.0.1,2322,1771045660.7286224,1771045663.785489,3
swarm_exfil_230824_779,ai_swarm,ai_swarm,127.0.0.1,2322,1771045706.387356,1771045713.9679337,8
swarm_exfil_230914_450,ai_swarm,ai_swarm,127.0.0.1,2322,1771045756.0163252,1771045765.1313822,6
swarm_exfil_231048_639,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_231140_368,ai_swarm,ai_swarm,127.0.0.1,2322,1771045901.982243,1771045911.636035,8
swarm_exfil_231232_118,ai_swarm,ai_swarm,127.0.0.1,2322,1771045953.9564538,1771045962.6848438,7
swarm_exfil_231440_239,ai_swarm,ai_swarm,127.0.0.1,2322,1771046082.2465675,1771046090.6571417,5
swarm_exfil_231501_284,ai_swarm,ai_swarm,127.0.0.1,2322,1771046111.3020263,1771046111.3020263,1
swarm_exfil_231531_567,ai_swarm,ai_swarm,127.0.0.1,2322,1771046136.5402863,1771046140.6418045,4
swarm_exfil_231621_702,ai_swarm,ai_swarm,127.0.0.1,2322,1771046186.618096,1771046192.165938,4
swarm_exfil_231712_367,ai_swarm,ai_swarm,127.0.0.1,2322,1771046238.9055948,1771046241.07985,2
swarm_exfil_231801_253,ai_swarm,ai_swarm,127.0.0.1,2322,1771046285.2548654,1771046290.192012,3
swarm_exfil_231832_682,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_231850_828,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_231938_539,ai_swarm,ai_swarm,127.0.0.1,2322,1771046386.0057013,1771046386.0057013,1
swarm_exfil_232153_941,ai_swarm,ai_swarm,127.0.0.1,2322,1771046519.2166593,1771046519.2166593,1
swarm_exfil_232241_592,ai_swarm,ai_swarm,127.0.0.1,2322,1771046565.3720176,1771046571.9668806,6
swarm_exfil_232307_332,ai_swarm,ai_swarm,127.0.0.1,2322,1771046647.7753258,1771046647.7753258,1
swarm_exfil_232411_517,ai_swarm,ai_swarm,127.0.0.1,2322,1771046656.383764,1771046659.5102594,2
swarm_exfil_232500_183,ai_swarm,ai_swarm,127.0.0.1,2322,1771046704.5765278,1771046709.8292396,4
swarm_exfil_232550_474,ai_swarm,ai_swarm,127.0.0.1,2322,1771046758.0934567,1771046758.0934567,1
swarm_exfil_232625_308,ai_swarm,ai_swarm,127.0.0.1,2322,1771133246.1323118,1771133246.1323118,1
swarm_exfil_232638_800,ai_swarm,ai_swarm,127.0.0.1,2322,1771046801.2703245,1771046809.349966,6
swarm_exfil_232730_854,ai_swarm,ai_swarm,127.0.0.1,2322,1771046853.5018067,1771046858.930089,4
swarm_exfil_232819_522,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
